google.com,1997-09-15,Markmonitor,United States,142.250.189.14,ns4.google.com,smtp.google.com,N/A
yahoo.com,1995-01-18,Markmonitor,United States,98.137.11.163,ns5.yahoo.com,mta6.am0.yahoodns.net,N/A
cscglobal.com,2005-04-03,Csc Corporate Domains,United States,165.160.32.200,udns1.cscudns.com,mxa-0015fd02.gslb.pphosted.com,N/A
cnn.com,1993-09-22,Nom-Iq Dba Com Laude,United States,151.101.195.5,ns-1652.awsdns-14.co.uk,mxa-00241e02.gslb.pphosted.com,N/A
